Product Name,Concentration uM,morphology score,infection rate (%),Cell model
BD-1063,10.0,0.16,94.0,Vero E6
BD-1047,10.0,0.21,82.5,Vero E6
BD-1008,10.0,0.36,74.5,Vero E6
BCX-1470,10.0,0.58,76.0,Vero E6
BCTC,10.0,0.33,58.5,Vero E6
BC-11,10.0,0.09,109.0,Vero E6
BAZ2-ICR,10.0,0.03,97.0,Vero E6
BAY-W-9798,10.0,-0.13,113.5,Vero E6
BAY-K-8644-(+/-),10.0,0.19,93.5,Vero E6
BAY-K-8644-(+/-),10.0,-0.09,90.0,Vero E6
BAY-60-6583,10.0,-0.03,107.5,Vero E6
BAY-41-2272,0.83,-0.06,102.0,Vero E6
BAY-11-7085,0.83,0.17,89.5,Vero E6
BAY-87-2243,10.0,0.08,98.5,Vero E6
BAY-61-3606,0.83,0.46,27.0,Vero E6
BAY-60-7550,10.0,0.15,100.0,Vero E6
BAX-channel-blocker,0.83,0.12,104.5,Vero E6
bavisant,10.0,-0.06,100.5,Vero E6
batimastat,10.0,0.03,103.5,Vero E6
basimglurant,10.0,0.11,112.0,Vero E6
basic-fuchsin,0.83,0.16,97.5,Vero E6
barnidipine,10.0,-0.06,112.0,Vero E6
baricitinib,10.0,0.42,111.5,Vero E6
barasertib-HQPA,10.0,0.09,111.5,Vero E6
BAN-ORL-24,10.0,0.51,63.5,Vero E6
bambuterol,10.0,-0.14,113.5,Vero E6
BAM7,10.0,0.05,91.5,Vero E6
balofloxacin,10.0,-0.1,104.5,Vero E6
TAK-063,10.0,0.03,112.0,Vero E6
balicatib,10.0,0.59,46.0,Vero E6
balapiravir,10.0,0.09,88.0,Vero E6
balaglitazone,10.0,-0.11,111.0,Vero E6
bakuchiol,10.0,-0.33,114.0,Vero E6
baicalin,10.0,0.16,100.0,Vero E6
baicalein,10.0,0.2,85.0,Vero E6
BAG-956,10.0,0.11,109.0,Vero E6
bafetinib,0.83,0.36,104.0,Vero E6
siponimod,10.0,0.1,100.5,Vero E6
baclofen,10.0,0.14,98.5,Vero E6
bacitracin-zinc,10.0,-0.02,108.5,Vero E6
bacitracin,10.0,-0.11,112.0,Vero E6
bacampicillin,10.0,-0.01,114.0,Vero E6
azosemide,10.0,0.29,98.5,Vero E6
azomycin-(2-nitroimidazole),10.0,-0.14,105.0,Vero E6
AZM-475271,10.0,-0.11,114.0,Vero E6
azlocillin,10.0,-0.03,104.0,Vero E6
azithromycin,10.0,0.24,98.5,Vero E6
azimilide,10.0,0.02,102.5,Vero E6
azilsartan-medoxomil,10.0,-0.17,115.5,Vero E6
azilsartan,10.0,0.09,109.0,Vero E6
azelnidipine,10.0,0.29,71.5,Vero E6
azeliragon,0.83,0.13,93.0,Vero E6
azelastine,10.0,0.46,72.0,Vero E6
AZD9496,10.0,-0.07,105.0,Vero E6
AZD9272,10.0,0.14,89.0,Vero E6
AZD8931,0.83,-0.19,107.0,Vero E6
AZD8330,10.0,-0.1,107.0,Vero E6
AZD8186,10.0,-0.22,122.0,Vero E6
AZD8055,0.83,-0.07,105.0,Vero E6
AZD7762,0.83,0.11,106.0,Vero E6
AZD7687,10.0,0.13,89.5,Vero E6
AZD7545,10.0,0.28,104.5,Vero E6
AZD6738,0.83,0.02,90.0,Vero E6
AZD6482,10.0,-0.07,105.0,Vero E6
AZD5582,10.0,-0.16,112.5,Vero E6
AZD5438,0.83,-0.17,99.5,Vero E6
AZD5363,10.0,0.22,120.5,Vero E6
AZD4547,10.0,0.37,79.5,Vero E6
AZD3988,10.0,0.11,91.0,Vero E6
AZD3965,10.0,0.04,101.0,Vero E6
AZD3839,10.0,0.16,92.5,Vero E6
AZD3759,10.0,-0.18,113.5,Vero E6
AZD3514,0.83,0.02,98.5,Vero E6
AZD3463,0.83,0.21,102.5,Vero E6
AZD3264,10.0,0.03,104.0,Vero E6
AZD2461,10.0,0.12,103.0,Vero E6
AZD1981,10.0,0.19,97.0,Vero E6
AZD1446,10.0,0.19,105.0,Vero E6
AZD1283,10.0,0.13,108.0,Vero E6
AZD1208,10.0,-0.08,109.5,Vero E6
barasertib,0.83,0.03,111.5,Vero E6
AZD1080,10.0,-0.24,100.0,Vero E6
AZD8835,0.83,0.2,94.0,Vero E6
AZD1480,10.0,0.05,108.5,Vero E6
azathioprine,10.0,0.17,95.5,Vero E6
azasetron,10.0,0.14,98.0,Vero E6
azapropazone,10.0,0.16,94.0,Vero E6
azaperone,10.0,0.13,83.0,Vero E6
azaguanine-8,0.83,0.32,51.5,Vero E6
azacyclonol,10.0,-0.11,110.0,Vero E6
azacitidine,0.83,-0.02,100.5,Vero E6
AZ5104,0.83,-0.25,112.5,Vero E6
AZ505,10.0,-0.23,100.0,Vero E6
AZ3146,0.83,0.13,98.0,Vero E6
AZ20,0.83,0.12,105.5,Vero E6
AZ-628,0.83,-0.06,93.5,Vero E6
AZ-12080282,10.0,0.06,97.0,Vero E6
AZ-10606120,10.0,-0.13,115.5,Vero E6
AZ-10417808,10.0,-0.14,108.5,Vero E6
AZ960,10.0,-0.05,110.0,Vero E6
axitinib,10.0,0.56,80.5,Vero E6
avridine,10.0,0.07,102.0,Vero E6
SPP301,10.0,0.18,85.5,Vero E6
AVN-944,10.0,-0.0,97.0,Vero E6
avibactam,10.0,0.06,108.0,Vero E6
AVE-0991,10.0,0.16,97.0,Vero E6
avatrombopag,10.0,0.1,100.5,Vero E6
avasimibe,10.0,0.02,110.0,Vero E6
autotaxin-modulator-1,10.0,0.32,91.0,Vero E6
aurothioglucose,10.0,-0.07,110.5,Vero E6
aurora-a-inhibitor-i,10.0,-0.07,86.0,Vero E6
ATROPINE SULFATE,10.0,-0.21,105.5,Vero E6
atropine-oxide,10.0,0.02,105.5,Vero E6
atrasentan,10.0,0.02,108.5,Vero E6
ATPA,10.0,0.1,106.0,Vero E6
atovaquone,0.83,0.03,106.0,Vero E6
atosiban,10.0,0.17,91.0,Vero E6
atomoxetine,10.0,0.07,101.5,Vero E6
ATN-161,10.0,0.1,93.0,Vero E6
atizoram,10.0,0.37,93.5,Vero E6
atiprimod,0.83,0.28,82.5,Vero E6
atipamezole,10.0,-0.11,111.5,Vero E6
atglistatin,10.0,0.11,98.0,Vero E6
atenolol-(+/-),10.0,0.06,102.0,Vero E6
atenolol-(+/-),10.0,-0.05,114.0,Vero E6
ATB-346,10.0,0.12,97.0,Vero E6
atazanavir,10.0,0.13,112.0,Vero E6
AT-9283,0.83,0.03,118.5,Vero E6
AT7867,0.83,0.29,112.5,Vero E6
AT-7519,10.0,-0.28,109.0,Vero E6
AT13148,10.0,0.17,108.5,Vero E6
AT-1015,10.0,0.01,100.0,Vero E6
asymmetrical-dimethylarginine,10.0,0.22,95.5,Vero E6
asunaprevir,10.0,0.19,85.0,Vero E6
astaxanthin,10.0,0.02,107.0,Vero E6
AST-1306,10.0,-0.05,101.5,Vero E6
aspirin,10.0,-0.03,98.0,Vero E6
aspartame,10.0,0.17,106.0,Vero E6
ASP3026,0.83,-0.03,71.0,Vero E6
ASP-2535,10.0,-0.1,103.0,Vero E6
asiatic-acid,10.0,-0.13,108.5,Vero E6
asenapine,10.0,0.67,41.0,Vero E6
L-ascorbyl-6-palmitate,10.0,-0.04,111.5,Vero E6
ASCORBIC ACID,10.0,0.1,111.0,Vero E6
ascomycin,10.0,0.07,100.0,Vero E6
asaraldehyde,10.0,-0.02,110.0,Vero E6
AS-604850,10.0,-0.1,105.5,Vero E6
AS-252424,10.0,0.15,108.0,Vero E6
AS-2444697,10.0,-0.17,117.5,Vero E6
AS-2034178,10.0,-0.01,109.5,Vero E6
AS-1949490,10.0,0.08,94.5,Vero E6
AS-1892802,0.83,0.49,94.0,Vero E6
AS-1269574,10.0,0.27,101.0,Vero E6
ARV-825,10.0,-0.07,100.5,Vero E6
articaine,10.0,0.09,98.0,Vero E6
artesunate,0.83,0.16,97.0,Vero E6
ARTENIMOL,10.0,0.23,84.0,Vero E6
artemotil,10.0,-0.08,113.0,Vero E6
artemisinin,10.0,-0.03,105.5,Vero E6
artemether,10.0,0.03,105.0,Vero E6
arsenic-trioxide,10.0,0.15,97.0,Vero E6
arsanilic-acid,10.0,-0.0,103.0,Vero E6
ARQ-621,0.83,-0.02,112.5,Vero E6
arotinolol,10.0,0.06,106.0,Vero E6
apalutamide,10.0,0.02,109.0,Vero E6
MODAFINIL,10.0,-0.02,104.0,Vero E6
aripiprazole,10.0,-0.01,103.0,Vero E6
vasopressin,10.0,0.09,95.5,Vero E6
argatroban,10.0,-0.02,115.0,Vero E6
arecoline,10.0,0.18,100.0,Vero E6
arecaidine-propargyl-ester,10.0,0.03,93.5,Vero E6
arcyriaflavin-a,10.0,0.36,106.5,Vero E6
arctigenin,10.0,0.06,108.5,Vero E6
ARC-239,10.0,0.21,100.0,Vero E6
arbutin,10.0,0.1,104.5,Vero E6
arbidol,10.0,0.13,87.5,Vero E6
AR-C155858,10.0,0.07,106.0,Vero E6
AR-A014418,10.0,-0.14,106.5,Vero E6
AR-42,10.0,0.06,103.5,Vero E6
AR-12,0.83,-0.09,99.5,Vero E6
AQ-RA741,10.0,0.07,108.0,Vero E6
APY-29,0.83,-0.28,110.0,Vero E6
APTO-253,10.0,0.21,102.5,Vero E6
ACT-132577,10.0,0.07,120.0,Vero E6
apricitabine,10.0,0.07,108.0,Vero E6
aprepitant,10.0,0.07,108.5,Vero E6
apremilast,10.0,0.35,89.0,Vero E6
apramycin,10.0,0.07,98.0,Vero E6
apraclonidine,10.0,-0.02,110.5,Vero E6
APR-246,10.0,0.21,80.5,Vero E6
apoptosis-activator-II,10.0,0.04,104.5,Vero E6
apocynin,10.0,0.33,97.0,Vero E6
GDC-0980,10.0,-0.06,113.0,Vero E6
apigenin,10.0,0.13,103.5,Vero E6
API-1,0.83,-0.04,105.5,Vero E6
aphidicolin,0.83,-0.09,106.5,Vero E6
APD668,10.0,0.08,98.0,Vero E6
APD597,10.0,-0.01,100.5,Vero E6
APcK-110,10.0,0.1,105.5,Vero E6
APC-100,10.0,-0.08,115.5,Vero E6
apatinib,10.0,0.31,107.0,Vero E6
AP26113,0.83,-0.07,120.0,Vero E6
AP-18,10.0,0.11,97.5,Vero E6
phenazone,10.0,-0.05,107.5,Vero E6
antimonyl,10.0,0.14,99.5,Vero E6
antimony-potassium,10.0,0.06,102.5,Vero E6
anthraquinone,10.0,0.17,103.0,Vero E6
2-(1-adamantylamino)benzoic-acid,10.0,0.01,101.0,Vero E6
anthralin,10.0,-0.07,94.0,Vero E6
antazoline,10.0,-0.22,112.5,Vero E6
antalarmin,10.0,0.19,93.0,Vero E6
antagonist-g,10.0,-0.12,114.5,Vero E6
ansamitocin-p-3,0.83,-0.11,113.5,Vero E6
ANR-94,10.0,0.24,88.0,Vero E6
anpirtoline,10.0,0.05,106.5,Vero E6
anlotinib,10.0,-0.21,100.0,Vero E6
anisotropine,10.0,-0.18,112.0,Vero E6
anisodamine,10.0,-0.01,115.5,Vero E6
anisindione,10.0,-0.18,114.0,Vero E6
aniracetam,10.0,0.06,106.5,Vero E6
anidulafungin,10.0,-0.16,110.5,Vero E6
TXA127,10.0,0.11,104.5,Vero E6
anethole-trithione,10.0,0.06,104.5,Vero E6
3-alpha-hydroxy-5-beta-androstan-17-one,10.0,0.22,99.0,Vero E6
andarine,10.0,-0.01,116.0,Vero E6
anastrozole,10.0,-0.04,109.0,Vero E6
anamorelin,10.0,0.05,98.5,Vero E6
anagrelide,10.0,0.14,112.5,Vero E6
anagliptin,10.0,-0.11,109.5,Vero E6
anacetrapib,10.0,0.12,105.5,Vero E6
ANA-12,10.0,0.02,99.5,Vero E6
AN2718,10.0,-0.1,106.5,Vero E6
AMZ30,10.0,-0.18,109.0,Vero E6
amyleine,10.0,-0.1,119.5,Vero E6
amygdalin,10.0,0.16,106.5,Vero E6
amuvatinib,0.83,0.06,92.5,Vero E6
amthamine,10.0,0.15,92.5,Vero E6
amsacrine,10.0,-0.08,108.0,Vero E6
amrubicin,0.83,0.06,92.5,Vero E6
ampyrone,10.0,-0.04,113.0,Vero E6
amprolium,10.0,-0.09,104.0,Vero E6
amprenavir,10.0,0.09,110.0,Vero E6
ampiroxicam,10.0,-0.0,102.5,Vero E6
ampicillin,10.0,0.14,101.5,Vero E6
amphotericin-b,10.0,0.13,107.0,Vero E6
amperozide,10.0,-0.1,107.5,Vero E6
ampalex,10.0,-0.05,104.0,Vero E6
AMPA-(RS),10.0,0.04,99.5,Vero E6
AMPA-(RS),10.0,0.03,109.5,Vero E6
amoxicillin,10.0,-0.15,102.5,Vero E6
amorolfine,10.0,0.2,93.0,Vero E6
amonafide,0.83,0.15,101.5,Vero E6
AMN-082,10.0,0.14,101.0,Vero E6
amlodipine,10.0,0.7,47.0,Vero E6
amlexanox,10.0,-0.18,111.0,Vero E6
amitriptyline,10.0,0.05,100.5,Vero E6
amitraz,10.0,0.15,106.5,Vero E6
amitifadine,10.0,0.06,110.5,Vero E6
amisulpride,10.0,0.11,105.0,Vero E6
amiprilose,10.0,-0.03,104.5,Vero E6
aminothiazole,10.0,0.02,104.5,Vero E6
aminosalicylate,10.0,-0.14,105.5,Vero E6
amidopyrine,10.0,-0.04,110.5,Vero E6
aminopurvalanol-a,0.83,-0.22,108.0,Vero E6
aminopentamide,10.0,0.09,104.0,Vero E6
aminomethyltransferase,10.0,-0.02,98.5,Vero E6
5-aminolevulinic-acid,10.0,0.05,113.0,Vero E6
4-aminohippuric-acid,10.0,-0.06,108.5,Vero E6
aminoglutethimide,10.0,-0.08,110.5,Vero E6
aminocaproic-acid,10.0,0.14,89.5,Vero E6
amineptine,10.0,0.12,105.0,Vero E6
9-aminoacridine,0.83,0.1,105.5,Vero E6
amiloride,10.0,0.1,98.0,Vero E6
amikacin,10.0,-0.12,91.0,Vero E6
amifostine,10.0,0.16,100.5,Vero E6
AMG458,10.0,0.32,98.0,Vero E6
AMG319,10.0,0.06,109.0,Vero E6
AMG319,10.0,-0.09,118.5,Vero E6
AMG-9810,10.0,-0.07,109.5,Vero E6
AMG-517,10.0,0.16,108.5,Vero E6
AMG-487-(+/-),10.0,0.18,91.5,Vero E6
AMG-337,10.0,0.08,105.0,Vero E6
AMG-208,10.0,0.03,109.5,Vero E6
cinacalcet,10.0,0.85,20.0,Vero E6
AMG-925,10.0,0.0,110.0,Vero E6
AMG900,0.83,0.2,19.5,Vero E6
AMG-837,10.0,0.08,108.5,Vero E6
AMG-487-(+/-),10.0,0.14,106.0,Vero E6
AMG-232,10.0,-0.12,114.0,Vero E6
amflutizole,10.0,0.01,107.5,Vero E6
amfepramone,10.0,0.02,115.5,Vero E6
amfenac,10.0,0.05,104.5,Vero E6
amezinium,10.0,0.09,100.5,Vero E6
ameltolide,10.0,-0.15,109.0,Vero E6
AMD-3465,10.0,0.13,100.5,Vero E6
amcinonide,10.0,0.11,109.5,Vero E6
ambroxol,10.0,-0.16,113.5,Vero E6
ambrisentan,10.0,-0.02,104.0,Vero E6
ambenonium,10.0,0.13,106.5,Vero E6
ambazone,10.0,0.13,104.0,Vero E6
amantadine,10.0,-0.26,110.5,Vero E6
AM679,10.0,-0.1,111.5,Vero E6
AM095,0.83,0.15,111.5,Vero E6
AM-630,10.0,0.12,102.0,Vero E6
AM-580,10.0,-0.33,112.0,Vero E6
AM-404,10.0,0.01,106.0,Vero E6
AM-281,10.0,0.11,87.5,Vero E6
AM-251,10.0,0.25,93.0,Vero E6
AM-24,10.0,-0.08,112.0,Vero E6
AM-1241,10.0,0.61,72.5,Vero E6
ALX-5407,10.0,0.04,108.5,Vero E6
alvocidib,10.0,-0.17,108.0,Vero E6
alvimopan,10.0,0.12,106.0,Vero E6
alverine,10.0,0.4,62.0,Vero E6
AZD9668,10.0,0.1,106.0,Vero E6
altretamine,10.0,-0.17,114.5,Vero E6
altrenogest,10.0,0.02,105.0,Vero E6
altiratinib,10.0,0.12,88.5,Vero E6
altinicline,10.0,0.06,98.5,Vero E6
althiazide,10.0,-0.0,98.0,Vero E6
altanserin,10.0,-0.08,99.0,Vero E6
ALS-8112,10.0,-0.01,103.5,Vero E6
alrestatin,10.0,0.05,106.0,Vero E6
alprostadil,10.0,0.11,90.5,Vero E6
alpidem,10.0,0.07,99.5,Vero E6
alpha-methylserotonin,10.0,0.25,97.0,Vero E6
alpha-methylhistamine-dihydrobromide-(S)-(+),10.0,0.17,97.5,Vero E6
alpha-asarone,10.0,0.03,98.5,Vero E6
alpelisib,10.0,0.06,113.0,Vero E6
aloxistatin,10.0,0.33,90.0,Vero E6
alosetron,10.0,-0.04,98.0,Vero E6
aloperine,10.0,0.2,102.0,Vero E6
aloin,10.0,-0.24,115.5,Vero E6
aloe-emodin,10.0,0.29,101.0,Vero E6
almotriptan,10.0,0.01,109.5,Vero E6
almorexant,10.0,-0.05,105.0,Vero E6
almitrine,10.0,0.14,101.0,Vero E6
allylestrenol,10.0,0.04,92.5,Vero E6
allopurinol-riboside,10.0,0.03,109.0,Vero E6
allopurinol,10.0,-0.09,108.5,Vero E6
allopregnanolone,10.0,0.1,101.5,Vero E6
allantoin,10.0,-0.04,104.5,Vero E6
retinaldehyde,10.0,-0.11,114.0,Vero E6
alizapride,10.0,-0.12,121.0,Vero E6
aliskiren-hemifumarate,10.0,-0.04,109.5,Vero E6
alibendol,10.0,0.1,118.5,Vero E6
algestone-acetophenide,10.0,0.36,88.5,Vero E6
alfaxalone,10.0,-0.01,111.5,Vero E6
alfadolone-acetate,10.0,-0.23,116.0,Vero E6
alfacalcidol,10.0,0.09,98.0,Vero E6
alexidine,0.83,-0.07,104.5,Vero E6
alendronate,10.0,0.1,109.5,Vero E6
aldoxorubicin,0.83,-0.08,109.0,Vero E6
alda-1,10.0,0.11,104.5,Vero E6
alcuronium,10.0,-0.11,114.5,Vero E6
alclometasone-dipropionate,10.0,0.14,98.0,Vero E6
alcaftadine,10.0,0.05,93.5,Vero E6
albuterol,10.0,-0.1,107.0,Vero E6
albendazole-oxide,10.0,0.03,110.5,Vero E6
albendazole,0.83,0.06,98.0,Vero E6
alarelin,10.0,-0.25,114.0,Vero E6
alantolactone,10.0,0.3,32.0,Vero E6
alacepril,10.0,0.17,107.5,Vero E6
AL-8697,10.0,-0.2,107.5,Vero E6
aklomide,10.0,-0.23,113.5,Vero E6
acetyl-11-keto-beta-boswellic-acid,10.0,0.1,101.5,Vero E6
AK-7,10.0,0.06,107.0,Vero E6
ajmaline,10.0,-0.1,106.0,Vero E6
AJ76-(+),10.0,0.05,100.5,Vero E6
AIM-100,10.0,0.0,105.5,Vero E6
acadesine,10.0,0.0,98.5,Vero E6
AI-10-49,10.0,-0.25,116.5,Vero E6
AH6809,10.0,0.1,100.5,Vero E6
AH11110,10.0,0.08,104.5,Vero E6
AH-7614,10.0,0.17,95.5,Vero E6
agomelatine,10.0,0.11,113.5,Vero E6
AGN-192403,10.0,0.11,82.0,Vero E6
AGN-195183,10.0,-0.14,110.5,Vero E6
AGN-194310,10.0,-0.01,111.0,Vero E6
agmatine,10.0,0.03,105.5,Vero E6
AGI-6780,10.0,0.2,101.5,Vero E6
AGI-5198,10.0,0.18,107.5,Vero E6
AG-14361,10.0,0.09,97.5,Vero E6
AG-556,0.83,0.17,89.5,Vero E6
AG-555,0.83,-0.07,119.0,Vero E6
AG-490,10.0,0.21,98.0,Vero E6
AG-1024,10.0,0.14,107.5,Vero E6
GSK2110183,10.0,0.2,107.0,Vero E6
AFN-1252,10.0,0.18,94.0,Vero E6
afloqualone,10.0,0.17,96.0,Vero E6
afatinib,0.83,-0.06,114.5,Vero E6
AF38469,10.0,-0.21,109.0,Vero E6
esculin,10.0,0.15,111.0,Vero E6
AEG3482,10.0,0.29,97.5,Vero E6
AEE788,10.0,-0.14,124.5,Vero E6
ADX-47273,10.0,0.24,93.5,Vero E6
ADX-10059,10.0,0.22,97.5,Vero E6
adrenosterone,10.0,-0.11,97.5,Vero E6
adrafinil,10.0,0.2,100.0,Vero E6
adoprazine,10.0,0.13,101.0,Vero E6
ADL5859,10.0,0.01,121.5,Vero E6
adiporon,10.0,0.06,106.5,Vero E6
adipic-acid,10.0,-0.05,105.0,Vero E6
adiphenine,10.0,-0.11,109.5,Vero E6
ADENOSINE TRIPHOSPHATE DISODIUM,10.0,-0.01,99.5,Vero E6
adenosine-phosphate,10.0,-0.11,113.0,Vero E6
adenosine,10.0,0.01,102.0,Vero E6
adenine,10.0,0.05,102.0,Vero E6
ademetionine,10.0,0.06,96.5,Vero E6
adelmidrol,10.0,-0.04,105.0,Vero E6
adefovir-dipivoxil,10.0,-0.12,124.0,Vero E6
adefovir,10.0,-0.06,110.5,Vero E6
adatanserin,10.0,0.16,109.0,Vero E6
adarotene,10.0,0.0,100.0,Vero E6
adapalene,10.0,-0.09,104.5,Vero E6
acyclovir,10.0,0.11,104.5,Vero E6
ACY-1215,0.83,-0.13,106.5,Vero E6
actinoquinol,10.0,0.06,111.5,Vero E6
actinomycin-d,0.83,0.16,93.0,Vero E6
ACTB-1003,0.83,0.23,96.5,Vero E6
actarit,10.0,0.18,99.5,Vero E6
ACT-462206,10.0,-0.09,113.0,Vero E6
acrivastine,10.0,-0.04,104.0,Vero E6
acrisorcin,0.83,0.29,97.0,Vero E6
acriflavinium,0.83,0.09,98.5,Vero E6
acriflavine,0.83,0.32,108.0,Vero E6
aclidinium,10.0,0.14,100.5,Vero E6
acitretin,10.0,-0.1,115.5,Vero E6
acitazanolast,10.0,0.24,95.0,Vero E6
acipimox,10.0,0.07,107.5,Vero E6
acifran,10.0,0.12,101.5,Vero E6
acexamic-acid,10.0,-0.06,111.5,Vero E6
acetylsalicylsalicylic-acid,10.0,0.03,103.0,Vero E6
salicylanilide,10.0,-0.15,109.5,Vero E6
acetylcysteine,10.0,0.18,95.5,Vero E6
acetyl-l-leucine,10.0,0.13,94.5,Vero E6
acetyl-farnesyl-cysteine,10.0,0.02,110.0,Vero E6
acetyl-11-keto-beta-boswellic-acid,10.0,-0.03,108.5,Vero E6
acetriazoic-acid,10.0,0.14,112.0,Vero E6
acetophenazine,10.0,0.2,96.5,Vero E6
acetohydroxamic-acid,10.0,-0.05,105.5,Vero E6
acetohexamide,10.0,0.11,100.0,Vero E6
acetazolamide,10.0,0.04,85.5,Vero E6
acetanilide,10.0,0.17,101.5,Vero E6
paracetamol,10.0,-0.07,103.0,Vero E6
acepromazine,10.0,0.19,104.5,Vero E6
aceglutamide,10.0,-0.14,105.0,Vero E6
acefylline,10.0,0.12,100.0,Vero E6
acedoben,10.0,0.03,102.5,Vero E6
acedapsone,10.0,0.23,98.0,Vero E6
aceclofenac,10.0,-0.05,110.5,Vero E6
acebutolol,10.0,-0.03,113.0,Vero E6
ACDPP,10.0,0.23,79.0,Vero E6
acarbose,10.0,0.08,100.5,Vero E6
acamprosate,10.0,0.08,102.5,Vero E6
acalisib,0.83,-0.11,109.5,Vero E6
acalabrutinib,10.0,-0.0,108.5,Vero E6
AC-7954-(+/-),10.0,-0.1,106.5,Vero E6
AC-710,10.0,-0.02,101.0,Vero E6
AC-55649,10.0,-0.01,96.0,Vero E6
AC-55541,10.0,0.03,98.5,Vero E6
AC-264613,10.0,-0.16,112.0,Vero E6
AC-261066,10.0,-0.13,108.0,Vero E6
AC-186,10.0,0.09,93.0,Vero E6
veliparib,10.0,0.21,109.0,Vero E6
ABT-751,10.0,-0.21,106.0,Vero E6
ABT-737,10.0,0.1,107.5,Vero E6
ABT-724,10.0,0.14,103.5,Vero E6
ABT-702,10.0,0.05,107.5,Vero E6
ABT-639,10.0,0.06,104.0,Vero E6
ABT-491,10.0,0.16,105.5,Vero E6
ABT-202,10.0,0.02,102.5,Vero E6
ABT-239,10.0,0.44,80.5,Vero E6
abiraterone-acetate,10.0,-0.05,111.5,Vero E6
Abiraterone (CB-7598),10.0,-0.03,115.0,Vero E6
PCI-24781,10.0,-0.2,96.5,Vero E6
abemaciclib,10.0,0.04,107.0,Vero E6
ABC-294640,10.0,0.01,97.0,Vero E6
abametapir,10.0,0.02,105.5,Vero E6
abamectin,0.83,0.12,95.5,Vero E6
abafungin,10.0,0.08,100.0,Vero E6
ABACAVIR SULFATE,10.0,0.04,101.5,Vero E6
AA-29504,10.0,-0.02,108.0,Vero E6
A77636,0.83,-0.07,115.0,Vero E6
A740003,10.0,0.3,97.0,Vero E6
A66,10.0,0.16,94.5,Vero E6
A61603,10.0,0.03,110.5,Vero E6
A205804,10.0,-0.15,114.5,Vero E6
A12B4C3,10.0,0.5,69.5,Vero E6
beta-Sitosterol,10.0,0.12,99.0,Vero E6
beta-lapachone,10.0,0.36,78.5,Vero E6
beta-carotene,10.0,0.07,112.5,Vero E6
A-987306,10.0,0.25,83.5,Vero E6
A-967079,10.0,0.04,109.5,Vero E6
A-939572,10.0,-0.1,114.0,Vero E6
A922500,10.0,-0.09,105.0,Vero E6
A-887826,10.0,-0.15,108.0,Vero E6
A-867744,10.0,0.1,102.5,Vero E6
A-839977,10.0,-0.06,109.5,Vero E6
A-804598,10.0,0.1,98.5,Vero E6
A-803467,10.0,0.03,111.5,Vero E6
A-784168,10.0,0.13,108.0,Vero E6
A-769662,10.0,0.09,106.5,Vero E6
A-7,10.0,0.53,52.0,Vero E6
A-674563,10.0,0.11,92.5,Vero E6
A-582941,10.0,0.15,91.0,Vero E6
A-438079,10.0,0.04,99.5,Vero E6
A-412997,10.0,-0.1,108.0,Vero E6
A-366,10.0,0.02,105.5,Vero E6
A-33903,10.0,0.19,105.0,Vero E6
A-317491,10.0,0.19,95.5,Vero E6
A-1120,10.0,0.0,109.0,Vero E6
A-1070722,10.0,-0.05,101.0,Vero E6
A922500,10.0,0.2,100.0,Vero E6
9-anthracenecarboxylic-acid,10.0,0.25,89.5,Vero E6
8-M-PDOT,10.0,-0.05,93.5,Vero E6
8-hydroxy-PIPAT,10.0,-0.05,105.5,Vero E6
8-hydroxy-DPAT,10.0,0.06,98.5,Vero E6
8-bromo-cGMP,10.0,0.05,97.0,Vero E6
8-bromo-cAMP,10.0,0.42,102.0,Vero E6
"7,8,9,10-tetrahydroazepino[2,1-b]quinazolin-12(6H)-one",10.0,-0.1,105.5,Vero E6
7-keto-DHEA,10.0,-0.18,113.5,Vero E6
7-nitroindazole,10.0,0.05,100.0,Vero E6
7-methoxytacrine,10.0,0.6,64.5,Vero E6
7-hydroxy-PIPAT,10.0,-0.1,118.5,Vero E6
7-hydroxy-DPAT,10.0,-0.36,122.0,Vero E6
7-chlorokynurenic-acid,10.0,0.03,110.0,Vero E6
7-aminocephalosporanic-acid,10.0,-0.04,104.5,Vero E6
etofylline,10.0,0.1,104.0,Vero E6
higenamine,0.83,0.08,103.0,Vero E6
"6,7-dehydro-17-acetoxy-progesterone",10.0,0.11,105.5,Vero E6
6-iodo-nordihydrocapsaicin,10.0,0.04,90.0,Vero E6
6-diazo-5-oxo-L-norleucine,10.0,0.2,93.5,Vero E6
6-chloromelatonin,10.0,0.02,103.5,Vero E6
6-benzylaminopurine,10.0,0.19,99.0,Vero E6
6-aminochrysene,10.0,0.14,101.0,Vero E6
5'-chloro-5'-deoxy-ENBA-(+/-),10.0,0.09,104.0,Vero E6
androstenone,10.0,-0.06,112.5,Vero E6
"5,7-dichlorokynurenic-acid",10.0,-0.03,104.0,Vero E6
KP-1212,10.0,0.03,105.5,Vero E6
5-methylfurmethiodide,10.0,-0.12,117.0,Vero E6
5-iodo-A-85380,10.0,0.11,101.0,Vero E6
5-hydroxytryptophan,10.0,0.2,104.0,Vero E6
5-hydroxymethyl-tolterodine,10.0,0.19,94.5,Vero E6
M-14157,10.0,0.0,103.0,Vero E6
SM-108,10.0,-0.03,107.0,Vero E6
fdcyd,10.0,-0.2,97.5,Vero E6
cytochlor,10.0,0.16,102.5,Vero E6
broxuridine,0.83,0.03,108.0,Vero E6
